filename,class
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21761.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15429.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06861.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00158.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15641.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24965.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10315.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16361.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02280.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10983.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01107.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08447.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25581.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04215.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08211.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02682.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02239.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21770.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11643.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28834.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23832.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19411.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26930.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26992.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16910.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_29019.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02704.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13479.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25811.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17887.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_29070.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16121.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13163.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25429.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22405.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02983.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16260.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27967.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13159.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04970.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08611.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17922.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14228.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22999.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24234.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05452.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02517.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23182.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06549.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15515.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07584.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02166.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03838.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21355.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03736.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14553.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08096.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06070.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14342.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11059.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16842.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17346.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14778.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01941.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07610.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10805.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04551.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04765.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13777.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04809.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28937.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14556.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15016.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09437.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02873.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21021.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_29020.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21400.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16171.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16897.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24216.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28496.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09765.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02428.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02699.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12498.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05401.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24519.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00657.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08902.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14079.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20658.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26853.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03867.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16743.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22026.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09321.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21606.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02485.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02732.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01648.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05727.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10798.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08518.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26549.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14240.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02711.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08879.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01538.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15901.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02836.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08072.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11301.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08264.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02499.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10918.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09290.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24033.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01382.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24858.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17607.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12795.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19968.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15757.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22880.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14737.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16291.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28804.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01102.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09639.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13533.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07441.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05167.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14496.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12915.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19847.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09628.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20003.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24041.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21455.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17854.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15338.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25797.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21948.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00371.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20144.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13465.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22753.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06943.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02683.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26052.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16319.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07941.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04207.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10301.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21919.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23709.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14066.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21006.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18554.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14735.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19785.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19191.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05722.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02730.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22393.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00944.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17571.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16349.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12087.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28832.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13371.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00811.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17670.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08115.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16411.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01445.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23252.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03487.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25619.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05901.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00287.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28217.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16915.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15884.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09854.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04830.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23464.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26762.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_29056.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09373.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06248.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18046.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17068.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28904.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26693.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19894.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19203.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19820.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25274.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14493.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11084.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19812.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26308.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17786.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04420.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13852.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06446.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24485.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10669.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19265.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23646.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20847.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00668.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25924.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06501.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13016.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23759.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17991.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00395.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00473.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02965.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24836.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04083.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18027.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10956.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19218.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18788.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07496.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16945.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12774.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12871.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26870.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13088.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16068.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20069.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19116.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10588.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23048.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02778.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07267.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04752.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06344.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20736.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00540.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20108.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20883.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21794.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15269.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13369.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25545.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01082.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23592.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11216.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22147.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16449.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12844.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18888.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08365.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24437.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28082.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20833.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13788.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08986.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19126.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24392.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16508.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02365.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25730.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15567.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22049.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24529.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05434.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19873.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04600.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02482.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03451.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25327.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05589.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02004.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12851.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08576.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16308.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21528.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26154.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09063.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15904.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15117.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23775.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21472.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16828.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18511.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21800.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26700.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27711.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25177.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23358.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18361.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15282.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03217.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09163.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00198.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12766.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20075.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06307.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19073.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27205.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25065.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01254.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11834.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28566.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21058.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16566.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07810.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18938.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03226.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22566.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12349.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06887.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09584.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18724.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03652.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16936.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15716.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27159.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16982.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27537.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15756.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12990.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00652.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11791.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06353.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28470.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14460.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24513.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26451.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19251.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00332.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02215.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15652.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02825.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28701.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12783.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08821.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09138.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28509.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03298.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21300.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00108.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24013.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16468.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02023.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07796.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19372.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23202.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20407.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14787.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08108.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24474.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08809.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15304.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25455.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12433.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25613.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13898.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09254.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12892.png,no
